ProbeID,GeneSymbol,EntrezID,logFC,AveExpr,t,PValue,adjPVal,B,ProbeID1,logFC1,AveExpr1,t1,PValue1,adjPVal1
230231_at,FGF14,2259,-0.548486106,4.23499244,-3.167848694,0.002441505,0.3342749,-1.586438254,230231_at,-0.07976706,4.23499244,-0.393490802,0.695418198,0.999925658
206384_at,CACNG3,10368,-1.242589704,5.58217192,-3.163593143,0.002472128,0.3342749,-1.596156766,206384_at,-0.212444208,5.58217192,-0.454424461,0.651241135,0.999925658
229715_at,NCR3LG1,374383,-0.40001901,3.039633869,-3.163168013,0.002475207,0.3342749,-1.597127174,229715_at,0.058853967,3.039633869,0.390519931,0.697601039,0.999925658
224774_s_at,NAV1,89796,0.277462859,4.217998216,3.161599558,0.002486597,0.3342749,-1.60070661,224774_s_at,-0.015614677,4.217998216,-0.147957645,0.882895917,0.999925658
220294_at,KCNV1,27012,-0.375209561,3.065332205,-3.161325411,0.002488593,0.3342749,-1.60133213,220294_at,-0.119813894,3.065332205,-0.849497802,0.399141735,0.999925658
224694_at,ANTXR1,84168,0.873143423,7.685307353,3.160331609,0.002495841,0.3342749,-1.603599391,224694_at,0.575220068,7.685307353,1.777015182,0.080876598,0.999925658
209189_at,FOS,2353,1.162549551,4.308229929,3.160063353,0.002497801,0.3342749,-1.604211311,209189_at,0.218361681,4.308229929,0.495292642,0.62228875,0.999925658
216215_s_at,RBFOX2,23543,-0.466571014,5.505214025,-3.158979123,0.002505737,0.3342749,-1.606684202,216215_s_at,0.035608518,5.505214025,0.204887766,0.838386301,0.999925658
215972_at,PART1,25859,-0.46182916,3.694421745,-3.158834189,0.0025068,0.3342749,-1.607014722,215972_at,-0.175406821,3.694421745,-1.020789231,0.311647304,0.999925658
219884_at,LHX6,26468,-0.273554014,3.263264385,-3.157919767,0.002513514,0.3342749,-1.609099818,219884_at,0.018454801,3.263264385,0.186561882,0.852663478,0.999925658
210166_at,TLR5,7100,0.359532361,2.984852185,3.157464683,0.002516861,0.3342749,-1.61013737,210166_at,0.133857348,2.984852185,0.997142972,0.32288984,0.999925658
221931_s_at,SEH1L,81929,-0.802117267,5.123227782,-3.156187641,0.002526278,0.3342749,-1.613048382,221931_s_at,-0.144718704,5.123227782,-0.485916619,0.628880409,0.999925658
204995_at,CDK5R1,8851,-1.089049128,8.066377522,-3.156156314,0.00252651,0.3342749,-1.613119783,204995_at,-0.023928029,8.066377522,-0.058784596,0.953328325,0.999925658
244184_at,---,---,-0.204382319,3.159786502,-3.153879551,0.002543382,0.3342749,-1.618307695,244184_at,-0.113761808,3.159786502,-1.518197239,0.134466273,0.999925658
244709_at,AMER3,205147,-0.238247594,3.466560755,-3.15214536,0.002556304,0.3342749,-1.622257625,244709_at,-0.12676344,3.466560755,-1.435386675,0.156616423,0.999925658
228827_at,RUNX1T1,862,-0.58933277,4.070607885,-3.151975198,0.002557575,0.3342749,-1.622645121,228827_at,0.068881987,4.070607885,0.305571036,0.761039257,0.999925658
232426_at,SV2B,9899,-1.24073597,4.247164331,-3.151491314,0.002561193,0.3342749,-1.623746958,232426_at,-0.087534066,4.247164331,-0.189614833,0.850281432,0.999925658
216963_s_at,GAP43,2596,-1.023746154,6.610012516,-3.151141825,0.00256381,0.3342749,-1.6245427,216963_s_at,-0.324347215,6.610012516,-0.839762358,0.404533803,0.999925658
208845_at,VDAC3,7419,-0.269213946,9.710722496,-3.148700553,0.002582155,0.3342749,-1.630099531,208845_at,0.0201998,9.710722496,0.198594342,0.843283432,0.999925658
227013_at,LATS2,26524,0.632388939,3.682409516,3.148425045,0.002584233,0.3342749,-1.630726465,227013_at,0.265983846,3.682409516,1.116550483,0.268849447,0.999925658
229824_at,SHC3,53358,-1.112219999,7.558516171,-3.147613352,0.002590365,0.3342749,-1.632573307,229824_at,0.083164475,7.558516171,0.198813715,0.843112624,0.999925658
222919_at,TRDN,10345,0.217040913,2.033655758,3.147231837,0.002593251,0.3342749,-1.633441257,222919_at,0.108280529,2.033655758,1.388344775,0.170409115,0.999925658
206698_at,XK,7504,-0.565671238,3.750681098,-3.14675629,0.002596854,0.3342749,-1.634523033,206698_at,-0.013659409,3.750681098,-0.064755215,0.948594415,0.999925658
227453_at,UNC13A,23025,-0.627200859,3.980833438,-3.145252093,0.002608279,0.3342749,-1.637944076,227453_at,-0.093385082,3.980833438,-0.399213361,0.691220867,0.999925658
226285_at,CAPRIN1,4076,-0.567355407,4.98554594,-3.145174191,0.002608872,0.3342749,-1.638121219,226285_at,-0.024015822,4.98554594,-0.109796558,0.912954574,0.999925658
243681_at,SHANK2,22941,-0.679545346,4.049541036,-3.144473733,0.00261421,0.3342749,-1.639713899,243681_at,-0.206577767,4.049541036,-0.804703208,0.424319179,0.999925658
203186_s_at,S100A4,6275,0.547671116,3.50093424,3.143922787,0.002618416,0.3342749,-1.640966457,203186_s_at,0.188187831,3.50093424,0.891697313,0.37628655,0.999925658
204165_at,WASF1,8936,-0.748296478,7.812984355,-3.143392018,0.002622473,0.3342749,-1.642173004,204165_at,-0.194994165,7.812984355,-0.690210462,0.492849665,0.999925658
227892_at,PRKAA2,5563,-0.572364401,4.079642467,-3.143320676,0.002623019,0.3342749,-1.64233517,227892_at,-0.118541814,4.079642467,-0.550236827,0.584296828,0.999925658
219497_s_at,BCL11A,53335,-0.390502122,2.805825798,-3.14304074,0.002625162,0.3342749,-1.642971459,219497_s_at,-0.116016156,2.805825798,-0.787801221,0.434061687,0.999925658
225582_at,ITPRIP,85450,0.299364756,3.174686311,3.142201995,0.002631592,0.3342749,-1.644877683,225582_at,0.075628384,3.174686311,0.656814272,0.513931248,0.999925658
218318_s_at,NLK,51701,-0.544363743,3.496470169,-3.14187882,0.002634074,0.3342749,-1.645612078,218318_s_at,-0.085070737,3.496470169,-0.413620762,0.680696749,0.999925658
213558_at,PCLO,27445,-1.01136907,6.482294796,-3.141436433,0.002637474,0.3342749,-1.646617292,213558_at,-0.205045164,6.482294796,-0.533224391,0.595941661,0.999925658
234314_at,RALGAPA2,57186,-0.724537413,3.838739175,-3.136150212,0.002678427,0.3342749,-1.658621652,234314_at,-0.009059063,3.838739175,-0.032856114,0.973903577,0.999925658
219634_at,CHST11,50515,0.186004014,2.230552473,3.135387119,0.002684388,0.3342749,-1.660353434,219634_at,-0.007699987,2.230552473,-0.108309814,0.914128533,0.999925658
240095_at,---,---,-0.380083253,3.5364758,-3.134538692,0.00269103,0.3342749,-1.662278546,240095_at,0.103410056,3.5364758,0.739006665,0.46292122,0.999925658
235155_at,BDH2,56898,0.356536727,2.696922609,3.133932923,0.002695781,0.3342749,-1.663652848,235155_at,0.29517658,2.696922609,2.263021672,0.027442635,0.999925658
229029_at,CAMK4,814,-0.656600053,4.463295022,-3.12993107,0.00272737,0.3342749,-1.672727377,229029_at,-0.162030728,4.463295022,-0.656821802,0.513926441,0.999925658
223786_at,CHST6,4166,0.38026611,3.452854075,3.129870743,0.002727849,0.3342749,-1.672864114,223786_at,0.189181152,3.452854075,1.294756605,0.20060025,0.999925658
227702_at,CYP4X1,260293,-0.801954388,4.623545209,-3.128660434,0.002737472,0.3342749,-1.675607035,227702_at,-0.099117464,4.623545209,-0.323352401,0.74760619,0.999925658
204334_at,KLF7,8609,0.252209921,3.993291596,3.128284673,0.002740467,0.3342749,-1.676458479,204334_at,0.077234798,3.993291596,0.816623415,0.417527793,0.999925658
231783_at,CHRM1,1128,-1.199537693,4.890222878,-3.127859145,0.002743861,0.3342749,-1.677422607,231783_at,-0.219409327,4.890222878,-0.480963853,0.632374709,0.999925658
223185_s_at,BHLHE41,79365,0.308212443,2.520996136,3.127405836,0.002747481,0.3342749,-1.678449584,223185_s_at,0.21659236,2.520996136,1.884935194,0.064516104,0.999925658
229579_s_at,DISP2,85455,-0.447933196,3.084958884,-3.126297068,0.002756356,0.3342749,-1.680961095,229579_s_at,-0.020227065,3.084958884,-0.11859105,0.90601436,0.999925658
230144_at,GRIA3,2892,-1.034944347,6.270326689,-3.126275178,0.002756531,0.3342749,-1.681010673,230144_at,-0.132165135,6.270326689,-0.333366759,0.74007495,0.999925658
201893_x_at,DCN,1634,0.680158316,5.427422995,3.123389209,0.002779757,0.3342749,-1.687544975,201893_x_at,0.05405765,5.427422995,0.209752473,0.834605291,0.999925658
213765_at,MFAP5,8076,0.254765774,2.600054905,3.122762004,0.002784829,0.3342749,-1.688964537,213765_at,0.062119298,2.600054905,0.614427373,0.541366434,0.999925658
227189_at,CPNE5,57699,-0.977478343,5.080713189,-3.122674753,0.002785535,0.3342749,-1.689162,227189_at,-0.168134294,5.080713189,-0.452320189,0.652747098,0.999925658
222258_s_at,SH3BP4,23677,0.620292158,5.975742147,3.121336797,0.002796386,0.3342749,-1.692189523,222258_s_at,0.084125974,5.975742147,0.362465797,0.718338239,0.999925658
203738_at,C5orf22,55322,-0.466509063,4.896012405,-3.120938501,0.002799623,0.3342749,-1.69309062,203738_at,-0.009996351,4.896012405,-0.058354029,0.953669775,0.999925658
207463_x_at,PRSS3,5646,-0.522133827,3.279201184,-3.1200336,0.002806992,0.3342749,-1.695137564,207463_x_at,-0.102280398,3.279201184,-0.516703344,0.607352994,0.999925658
230076_at,PITPNM3,83394,-0.82318582,5.166784762,-3.120030751,0.002807016,0.3342749,-1.695144008,230076_at,-0.010134706,5.166784762,-0.032446855,0.97422852,0.999925658
204795_at,PRR3,80742,-0.155718612,2.866985053,-3.119238167,0.002813485,0.3342749,-1.696936558,204795_at,-0.045866636,2.866985053,-0.776745337,0.440505609,0.999925658
239229_at,PHEX,5251,0.213754007,2.757399631,3.117660388,0.002826405,0.3342749,-1.700504042,239229_at,0.111839616,2.757399631,1.396672015,0.167901726,0.999925658
209283_at,CRYAB,1410,0.437086038,11.18949249,3.115080766,0.002847649,0.3342749,-1.70633418,209283_at,0.084681487,11.18949249,0.531509129,0.597121742,0.999925658
214322_at,CAMK2G,818,-0.538500233,3.634493816,-3.114732115,0.002850532,0.3342749,-1.707121911,214322_at,-0.016032163,3.634493816,-0.078177148,0.937959655,0.999925658
212176_at,PNISR,25957,0.46479648,5.743588227,3.114689024,0.002850888,0.3342749,-1.707219265,212176_at,0.420039372,5.743588227,2.466970334,0.016640107,0.999925658
212138_at,PDS5A,23244,0.326415018,4.484191951,3.113868962,0.00285768,0.3342749,-1.709071838,212138_at,0.273470414,4.484191951,2.26204228,0.027506863,0.999925658
227623_at,CACNA2D1,781,-0.941108634,7.267624942,-3.113838916,0.002857929,0.3342749,-1.709139705,227623_at,-0.232432288,7.267624942,-0.639918526,0.524777504,0.999925658
208796_s_at,CCNG1,900,0.549432577,6.312132089,3.113797532,0.002858272,0.3342749,-1.709233186,208796_s_at,0.404113233,6.312132089,1.992064442,0.051139306,0.999925658
223859_at,EPB41L4B,54566,-0.611854229,3.777348282,-3.112550916,0.002868628,0.3342749,-1.712048701,223859_at,-0.140540529,3.777348282,-0.597896955,0.552265874,0.999925658
204471_at,GAP43,2596,-1.187035231,8.727413264,-3.111783373,0.002875022,0.3342749,-1.713781844,204471_at,-0.228730563,8.727413264,-0.508623357,0.612970181,0.999925658
204754_at,HLF,3131,-0.623654401,5.8183953,-3.111364601,0.002878515,0.3342749,-1.714727326,204754_at,0.104185965,5.8183953,0.440961986,0.660900782,0.999925658
212213_x_at,OPA1,4976,-0.592749184,6.284308973,-3.111334871,0.002878764,0.3342749,-1.714794447,212213_x_at,-0.195380365,6.284308973,-0.902955553,0.370331923,0.999925658
230923_at,FAM19A1,407738,-0.859055004,4.112300251,-3.111302641,0.002879033,0.3342749,-1.714867211,230923_at,-0.047687308,4.112300251,-0.144344776,0.885734998,0.999925658
220359_s_at,ARPP21,10777,-1.070335404,4.668216869,-3.111133536,0.002880445,0.3342749,-1.715248979,220359_s_at,-0.30431956,4.668216869,-0.753170926,0.454432442,0.999925658
235740_at,MCTP1,79772,-1.023287134,4.07775332,-3.110321324,0.002887237,0.3342749,-1.717082419,235740_at,-0.047225516,4.07775332,-0.120303032,0.90466418,0.999925658
208443_x_at,SHOX2,6474,0.345152287,2.444436707,3.108773727,0.00290022,0.3342749,-1.720574987,208443_x_at,0.131456131,2.444436707,1.005656094,0.318811412,0.999925658
231933_at,Mar-08,220972,0.255941247,2.978267204,3.104946703,0.002932561,0.3342749,-1.729206702,231933_at,0.061157858,2.978267204,0.633863332,0.528693735,0.999925658
202854_at,HPRT1,3251,-1.052522282,7.484157285,-3.102850172,0.002950421,0.3342749,-1.733932336,202854_at,-0.014061424,7.484157285,-0.034996433,0.972204284,0.999925658
200791_s_at,IQGAP1,8826,0.648902596,5.290351415,3.101494876,0.002962021,0.3342749,-1.736986069,200791_s_at,0.185413543,5.290351415,0.750846208,0.455819462,0.999925658
221206_at,PMS2 /// PMS2CL,5395 /// 441194,-0.335263234,5.260750233,-3.101477052,0.002962174,0.3342749,-1.737026225,221206_at,-0.051846906,5.260750233,-0.403799077,0.687864387,0.999925658
215423_at,Mar-06,10299,-0.353271119,3.710295378,-3.100716532,0.002968702,0.3342749,-1.73873942,215423_at,-0.030448524,3.710295378,-0.225451498,0.822430672,0.999925658
216869_at,PDE1C,5137,0.169501434,2.821243404,3.100413561,0.002971306,0.3342749,-1.739421832,216869_at,0.076746628,2.821243404,1.191711274,0.238289765,0.999925658
226397_s_at,PHACTR1,221692,-0.821540493,3.90549872,-3.100073552,0.002974231,0.3342749,-1.740187617,226397_s_at,0.007849897,3.90549872,0.025107066,0.980056847,0.999925658
206354_at,SLCO1B3,28234,0.18276736,2.700755847,3.099479445,0.002979349,0.3342749,-1.741525556,206354_at,0.06026999,2.700755847,0.855194983,0.396006986,0.999925658
213636_at,PHF24,23349,-0.640327069,4.573990302,-3.098258738,0.002989891,0.3342749,-1.744274073,213636_at,-0.069692177,4.573990302,-0.285233839,0.776494059,0.999925658
219046_s_at,PKNOX2,63876,-0.248127526,3.702118729,-3.098228924,0.002990149,0.3342749,-1.744341192,219046_s_at,-0.047751918,3.702118729,-0.518438706,0.606149657,0.999925658
209165_at,AATF,26574,0.36491053,4.317378518,3.097242241,0.002998695,0.3342749,-1.746562241,209165_at,0.055535664,4.317378518,0.4020015,0.689179362,0.999925658
225288_at,COL27A1,85301,0.469542412,3.247832382,3.092408692,0.003040896,0.3342749,-1.757435821,225288_at,0.223736833,3.247832382,1.265435016,0.210839884,0.999925658
202428_x_at,DBI,1622,0.356278482,9.991367922,3.091997258,0.003044513,0.3342749,-1.758360859,202428_x_at,0.194636161,9.991367922,1.455216675,0.151069222,0.999925658
231251_at,WIPF2,147179,-0.268256894,2.957670756,-3.091249754,0.003051096,0.3342749,-1.76004128,231251_at,0.024185673,2.957670756,0.236734906,0.813707211,0.999925658
214217_at,GRM5,2915,-0.83211718,4.846832078,-3.091006289,0.003053243,0.3342749,-1.760588541,214217_at,-0.223724876,4.846832078,-0.73095713,0.46778555,0.999925658
229537_at,LMO4,8543,-0.729753956,2.667433356,-3.090911703,0.003054078,0.3342749,-1.760801145,229537_at,-0.079494435,2.667433356,-0.28394175,0.777479102,0.999925658
237054_at,ENPP5,59084,-0.392370022,3.328506142,-3.089563833,0.003065992,0.3342749,-1.763830302,237054_at,-0.142523537,3.328506142,-0.965889351,0.338160862,0.999925658
201326_at,CCT6A,908,-0.520061507,5.980960091,-3.089543977,0.003066168,0.3342749,-1.763874919,201326_at,0.002053776,5.980960091,0.010293316,0.991823042,0.999925658
230117_at,VSTM2A,222008,-0.831961172,4.199056956,-3.088808627,0.003072687,0.3342749,-1.765527138,230117_at,-0.119686379,4.199056956,-0.380780211,0.704775223,0.999925658
218404_at,SNX10,29887,-0.813151746,7.168404253,-3.088677112,0.003073854,0.3342749,-1.765822603,218404_at,-0.177301153,7.168404253,-0.57841339,0.565252894,0.999925658
212785_s_at,LARP7,51574,0.417988516,6.05192048,3.088676489,0.00307386,0.3342749,-1.765824003,212785_s_at,0.114765213,6.05192048,0.730008282,0.468360847,0.999925658
225197_at,C16orf72,29035,-0.666783938,4.739924056,-3.088471147,0.003075683,0.3342749,-1.766285315,225197_at,-0.133817577,4.739924056,-0.525790812,0.601063738,0.999925658
239247_at,---,---,0.200894833,2.232489373,3.088138929,0.003078635,0.3342749,-1.767031617,239247_at,0.073891994,2.232489373,0.96351524,0.339340045,0.999925658
213242_x_at,CEP170B,283638,-0.476699049,5.907424529,-3.087056606,0.003088271,0.3342749,-1.769462595,213242_x_at,-0.064434411,5.907424529,-0.346953695,0.729897851,0.999925658
220576_at,PGAP1,80055,-0.422851059,3.475713907,-3.085259619,0.003104332,0.3342749,-1.773497495,220576_at,-0.134618019,3.475713907,-0.827419761,0.411433805,0.999925658
243564_at,PDE1C,5137,0.226967779,2.85666624,3.083792596,0.003117501,0.3342749,-1.776790334,243564_at,-0.014576165,2.85666624,-0.170672255,0.865083049,0.999925658
204591_at,CHL1,10752,-0.939315336,7.889770413,-3.081348777,0.003139555,0.3342749,-1.782273317,204591_at,-0.012972917,7.889770413,-0.036353643,0.971126802,0.999925658
237584_at,---,---,-0.394417609,3.075199998,-3.080754377,0.003144942,0.3342749,-1.783606479,237584_at,-0.032159622,3.075199998,-0.223483844,0.823954254,0.999925658
203401_at,PRPS2,5634,-0.485575791,3.573134991,-3.080301797,0.003149048,0.3342749,-1.784621439,203401_at,-0.086452028,3.573134991,-0.493759763,0.623364312,0.999925658
232720_at,LINGO2,158038,-0.331195099,3.683666358,-3.079995279,0.003151833,0.3342749,-1.785308783,232720_at,-0.086897015,3.683666358,-0.680416239,0.498982646,0.999925658
218699_at,RAB29,8934,0.460600037,4.59471254,3.079167635,0.003159362,0.3342749,-1.787164481,218699_at,0.373252853,4.59471254,2.183635724,0.033100281,0.999925658
213455_at,FAM114A1,92689,0.352376361,3.915383433,3.078744066,0.003163222,0.3342749,-1.788114057,213455_at,0.160374426,3.915383433,1.190306137,0.238837007,0.999925658
204604_at,CDK14,5218,-0.722800981,6.245954538,-3.078218291,0.00316802,0.3342749,-1.789292637,204604_at,-0.232896802,6.245954538,-0.838189227,0.405409276,0.999925658
214098_at,KIAA1107,23285,-1.120016521,5.523200322,-3.078169622,0.003168464,0.3342749,-1.789401727,214098_at,-0.047683937,5.523200322,-0.113877583,0.909733133,0.999925658
214117_s_at,BTD,686,0.18428126,3.035194529,3.077266102,0.003176725,0.3342749,-1.791426723,214117_s_at,0.071070786,3.035194529,1.008147534,0.3176244,0.999925658
202173_s_at,VEZF1,7716,0.651308136,5.44890804,3.075337207,0.003194429,0.3342749,-1.795748483,202173_s_at,0.303103597,5.44890804,1.246006372,0.21783535,0.999925658
235225_at,SCN2B,6327,-0.970081438,5.549556709,-3.074564565,0.003201546,0.3342749,-1.797479103,235225_at,0.055142517,5.549556709,0.143741673,0.886209079,0.999925658
215522_at,SORCS3,22986,-0.29647239,3.2570942,-3.074465608,0.003202459,0.3342749,-1.797700734,215522_at,-0.17192278,3.2570942,-1.556651516,0.125062827,0.999925658
241975_at,---,---,0.260320001,2.893957722,3.07276217,0.003218207,0.3342749,-1.801515096,241975_at,-0.061736948,2.893957722,-0.602459994,0.549246186,0.999925658
226908_at,LRIG3,121227,0.177768686,2.523858613,3.07148111,0.003230098,0.3342749,-1.804382725,226908_at,0.063922559,2.523858613,0.939571635,0.351383531,0.999925658
214930_at,SLITRK5,26050,-0.715359641,4.438232324,-3.071341841,0.003231393,0.3342749,-1.804694426,214930_at,-0.22712953,4.438232324,-0.829516459,0.410256638,0.999925658
231599_x_at,DPF1,8193,-0.273588721,4.092811956,-3.069466388,0.003248882,0.3342749,-1.808891006,231599_x_at,0.01633392,4.092811956,0.156324407,0.876327096,0.999925658
231283_at,MGAT4A,11320,0.200253704,3.164640749,3.069375902,0.003249728,0.3342749,-1.809093436,231283_at,0.060702762,3.164640749,0.796547783,0.42900359,0.999925658
237721_s_at,ASB4,51666,0.15184526,2.262456475,3.068861136,0.003254545,0.3342749,-1.810244969,237721_s_at,0.058989946,2.262456475,1.022636031,0.310780534,0.999925658
224746_at,KIAA1522,57648,-0.22057272,3.254755895,-3.068757968,0.003255511,0.3342749,-1.81047574,224746_at,-0.163113827,3.254755895,-1.952392073,0.055786101,0.999925658
204288_s_at,SORBS2,8470,-0.918396094,6.588196698,-3.06874265,0.003255655,0.3342749,-1.810510005,204288_s_at,-0.359881243,6.588196698,-1.015666163,0.314060298,0.999925658
229309_at,ADRB1,153,-0.955321563,5.036378933,-3.068106917,0.003261614,0.3342749,-1.811931922,229309_at,0.007641404,5.036378933,0.021206638,0.983154536,0.999925658
236468_at,TMEM132B,114795,-0.809981303,5.410410715,-3.066842081,0.003273502,0.3342749,-1.814760338,236468_at,0.03755662,5.410410715,0.120673154,0.904372315,0.999925658
222212_s_at,CERS2,29956,0.580764034,5.962272587,3.065764229,0.003283665,0.3342749,-1.817169999,222212_s_at,0.177912763,5.962272587,0.792840274,0.431143319,0.999925658
221493_at,TSPYL1,7259,-0.687214079,9.108666104,-3.065745138,0.003283845,0.3342749,-1.817212675,221493_at,-0.00312542,9.108666104,-0.01209615,0.990390946,0.999925658
226365_at,---,---,0.762560531,5.214147127,3.065067272,0.003290252,0.3342749,-1.81872782,226365_at,0.160231007,5.214147127,0.536303047,0.593826321,0.999925658
237829_at,---,---,0.172164621,2.365840849,3.064856681,0.003292245,0.3342749,-1.819198483,237829_at,0.015871479,2.365840849,0.22617502,0.821870612,0.999925658
203485_at,RTN1,6252,-0.567730497,10.96277063,-3.064713135,0.003293603,0.3342749,-1.819519287,203485_at,0.069730058,10.96277063,0.323785979,0.747279602,0.999925658
218143_s_at,SCAMP2,10066,0.236012737,4.041807345,3.06462837,0.003294406,0.3342749,-1.819708722,218143_s_at,0.03484037,4.041807345,0.393587247,0.695347378,0.999925658
229080_at,COL26A1,136227,-0.21587976,2.280449251,-3.063090497,0.003309001,0.3342749,-1.823144956,229080_at,-0.002651387,2.280449251,-0.031604034,0.974897716,0.999925658
228757_at,HSD11B1L,374875,-0.312728257,3.2541111,-3.062602279,0.003313648,0.3342749,-1.82423559,228757_at,-0.172199328,3.2541111,-1.442028636,0.154741019,0.999925658
211779_x_at,AP2A2,161,-0.63788365,6.416481044,-3.061660313,0.003322629,0.3342749,-1.826339524,211779_x_at,-0.07290663,6.416481044,-0.283972712,0.777455494,0.999925658
221272_s_at,C1orf21,81563,-0.533938699,4.495288469,-3.061625113,0.003322965,0.3342749,-1.826418137,221272_s_at,-0.000512791,4.495288469,-0.002473869,0.998034737,0.999925658
235377_at,MLIP,90523,-0.262193489,2.3711151,-3.059905168,0.003339424,0.3342749,-1.830258565,235377_at,-0.052335113,2.3711151,-0.522958942,0.603020381,0.999925658
214822_at,BRINP2,57795,-0.404176422,3.405653776,-3.059143007,0.003346742,0.3342749,-1.831959911,214822_at,-0.01601834,3.405653776,-0.101353666,0.919623744,0.999925658
236294_at,HUWE1,10075,-0.674454959,4.694578865,-3.056759762,0.003369722,0.3342749,-1.837278095,236294_at,-0.086028845,4.694578865,-0.328533759,0.743706439,0.999925658
211458_s_at,GABARAPL1 /// GABARAPL3,23710 /// 23766,-0.53884304,9.931806862,-3.056629814,0.003370979,0.3342749,-1.837567991,211458_s_at,-0.116958005,9.931806862,-0.564521323,0.57460395,0.999925658
212215_at,PREPL,9581,-0.569714609,9.613159462,-3.054454741,0.003392088,0.3342749,-1.842419047,212215_at,-0.044422985,9.613159462,-0.204361244,0.838795762,0.999925658
244805_at,---,---,0.15332825,1.989153715,3.053474121,0.003401645,0.3342749,-1.844605352,244805_at,-0.046392955,1.989153715,-0.791248861,0.432063722,0.999925658
228167_at,KLHL6,89857,0.253273113,2.319055411,3.053301669,0.003403328,0.3342749,-1.844989787,228167_at,0.028009129,2.319055411,0.28078708,0.779885652,0.999925658
236151_at,SRRM4,84530,-0.605233162,4.011467662,-3.052722588,0.003408986,0.3342749,-1.846280583,236151_at,-0.064652878,4.011467662,-0.274390713,0.784771769,0.999925658
232045_at,PHACTR1,221692,-0.189921848,3.025448618,-3.051516926,0.003420794,0.3342749,-1.848967519,232045_at,-0.125208015,3.025448618,-1.693580518,0.095778185,0.999925658
206559_x_at,---,---,0.158395894,12.16985461,3.050605841,0.003429743,0.3342749,-1.850997486,206559_x_at,0.048013718,12.16985461,0.805368114,0.42393862,0.999925658
201376_s_at,HNRNPF,3185,0.332391292,3.830167084,3.050173864,0.003433993,0.3342749,-1.851959819,201376_s_at,0.172155599,3.830167084,1.364615416,0.177712141,0.999925658
215194_at,PRKCA,5578,0.12631822,2.64074984,3.049911102,0.003436581,0.3342749,-1.852545139,215194_at,0.103494106,2.64074984,2.211691781,0.030993296,0.999925658
236747_at,CLIP1-AS1,100507066,0.2077067,2.921130384,3.04965039,0.003439151,0.3342749,-1.853125859,236747_at,0.005306615,2.921130384,0.069214722,0.945059822,0.999925658
205479_s_at,PLAU,5328,0.135928464,2.489789673,3.049096942,0.003444611,0.3342749,-1.854358519,205479_s_at,0.050824611,2.489789673,0.940597788,0.350861747,0.999925658
213913_s_at,TBC1D30,23329,-0.36257725,3.013120211,-3.048762427,0.003447915,0.3342749,-1.855103489,213913_s_at,-0.010904563,3.013120211,-0.07916216,0.937179613,0.999925658
243799_x_at,ANGPTL3,27329,0.169070514,2.627054687,3.047437321,0.003461034,0.3342749,-1.858053974,243799_x_at,0.108439371,2.627054687,1.613737599,0.112081675,0.999925658
240713_s_at,LINC00403,100505996,-0.50176338,3.266805707,-3.047348897,0.003461911,0.3342749,-1.858250829,240713_s_at,-0.384867742,3.266805707,-2.013049482,0.048818681,0.999925658
227167_s_at,RASSF3,283349,0.97013568,4.133564996,3.040370569,0.003531785,0.3342749,-1.873774095,227167_s_at,0.585310315,4.133564996,1.57516937,0.120726098,0.999925658
203072_at,MYO1E,4643,0.267237604,3.11869298,3.039875349,0.003536793,0.3342749,-1.874874789,203072_at,-0.014624913,3.11869298,-0.143101302,0.886712501,0.999925658
201304_at,NDUFA5,4698,-0.615796601,8.453674931,-3.039836513,0.003537186,0.3342749,-1.874961102,201304_at,-0.032061803,8.453674931,-0.14207552,0.887519008,0.999925658
214956_at,AAK1,22848,-0.899496322,4.711670715,-3.039725852,0.003538307,0.3342749,-1.875207043,214956_at,-0.139766069,4.711670715,-0.405123061,0.686896476,0.999925658
226143_at,RAI1,10743,-0.485655793,7.007354229,-3.0395718,0.003539867,0.3342749,-1.875549408,226143_at,-0.053685786,7.007354229,-0.29135254,0.771834409,0.999925658
235128_at,SYNPO,11346,-0.885684901,6.823258569,-3.038977781,0.003545888,0.3342749,-1.876869446,235128_at,-0.349109029,6.823258569,-1.01601121,0.313897384,0.999925658
235019_at,CPM,1368,0.291481591,2.941193782,3.038950891,0.003546161,0.3342749,-1.876929196,235019_at,0.09935826,2.941193782,0.888591351,0.37793995,0.999925658
214772_at,KIAA1549L,25758,-0.302773017,3.204476422,-3.036941371,0.003566602,0.3342749,-1.88139345,214772_at,-0.025703779,3.204476422,-0.225456747,0.822426609,0.999925658
241272_at,---,---,0.215564523,2.34939536,3.036915676,0.003566864,0.3342749,-1.881450519,241272_at,0.011524866,2.34939536,0.136050703,0.892258323,0.999925658
210749_x_at,DDR1,780,0.695070679,8.494425073,3.036783954,0.003568208,0.3342749,-1.881743074,210749_x_at,0.119808921,8.494425073,0.450183211,0.654277955,0.999925658
219771_at,TBC1D8B,54885,0.2776492,2.841679647,3.036633681,0.003569742,0.3342749,-1.88207682,219771_at,0.147017796,2.841679647,1.381781667,0.172405524,0.999925658
207655_s_at,BLNK,29760,0.50527132,3.295554576,3.036523368,0.003570868,0.3342749,-1.88232181,207655_s_at,0.174124874,3.295554576,0.890827272,0.376749237,0.999925658
229635_at,LINC01094,100505702,0.919636759,4.7698403,3.03570882,0.003579194,0.3342749,-1.884130628,229635_at,0.418708914,4.7698403,1.189674257,0.239083394,0.999925658
