match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stNoLet,2ndNoLet,1stSV,2ndSV,1stNoSV,2ndNoSV,1stIn,2ndIn,isRally1st,isRally2nd,Sv1,Sv2,Rally,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,rallyNoSpec,rallyNoError,rallyNoDirection,rallyLen,PtWinner,isSvrWinner,PtsAfter,GmW,Gm1,Gm2,SetW,Set1,Set2,RevTB,TBrev,rallyCount
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,52,0,0,3,4,30-15,8,1,0,,2,1,ND,4s39b3b2f1f1f1f3b3s3b3s2f1w@,,,4s39b3b2f1f1f1f3b3s3b3s2f1w@,,0,,4s39b3b2f1f1f1f3b3s3b3s2f1w@,,1,,1,0,4,,s39b3b2f1f1f1f3b3s3b3s2f1w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s39b3b2f1f1f1f3b3s3b3s2f1w,s39b3b2f1f1f1f3b3s3b3s2f1,sbbffffbsbsf,12,1,0,30-30,0,3,4,0,0,0,,,12
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,53,0,0,3,4,30-30,8,1,0,,2,1,ND,4*,,,4*,,0,,4*,,1,,0,0,4*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,40-30,0,3,4,0,0,0,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,54,0,0,3,4,40-30,8,1,0,,2,1,ND,4w,4b38b1*,,4w,4b38b1*,0,0,4w,4b38b1*,0,1,0,1,4w,4,b38b1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,b38b1,b38b1,bb,2,2,1,GM,2,3,5,0,0,0,,,3
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,55,0,0,3,5,0-0,9,1,0,,1,2,RF,4*,,,4*,,0,,4*,,1,,0,0,4*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,15-0,0,3,5,0,0,0,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,56,0,0,3,5,15-0,9,1,0,,1,2,RF,4b39b3f2f1f1f2f3s3d@,,,4b39b3f2f1f1f2f3s3d@,,0,,4b39b3f2f1f1f2f3s3d@,,1,,1,0,4,,b39b3f2f1f1f2f3s3d@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b39b3f2f1f1f2f3s3d,b39b3f2f1f1f2f3s3,bbfffffs,8,2,0,15-15,0,3,5,0,0,0,,,8
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,57,0,0,3,5,15-15,9,1,0,,1,2,RF,4f29f1f3s3b3b1d@,,,4f29f1f3s3b3b1d@,,0,,4f29f1f3s3b3b1d@,,1,,1,0,4,,f29f1f3s3b3b1d@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f29f1f3s3b3b1d,f29f1f3s3b3b1,fffsbb,6,2,0,15-30,0,3,5,0,0,0,,,6
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,58,0,0,3,5,15-30,9,1,0,,1,2,RF,6d,5b29f1f2f3b3z3n@,,6d,5b29f1f2f3b3z3n@,0,0,6d,5b29f1f2f3b3z3n@,0,1,0,1,6d,5,b29f1f2f3b3z3n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b29f1f2f3b3z3n,b29f1f2f3b3z3,bfffbz,6,2,0,15-40,0,3,5,0,0,0,,,6
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,59,0,0,3,5,15-40,9,1,0,,1,2,RF,4w,5b29f1f1f+3b2z1l2p3b#,,4w,5b29f1f1f+3b2z1l2p3b#,0,0,4w,5b29f1f1f+3b2z1l2p3b#,0,1,0,1,4w,5,b29f1f1f+3b2z1l2p3b#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b29f1f1f3b2z1l2p3b,b29f1f1f3b2z1l2p3b,bfffbzlpb,9,1,1,30-40,0,3,5,0,0,0,,,9
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,60,0,0,3,5,30-40,9,1,0,,1,2,RF,4w,5b3z3m2p1f2z#,,4w,5b3z3m2p1f2z#,0,0,4w,5b3z3m2p1f2z#,0,1,0,1,4w,5,b3z3m2p1f2z#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b3z3m2p1f2z,b3z3m2p1f2z,bzmpfz,6,2,0,GM,2,3,6,2,0,1,,,6
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,61,0,1,0,0,0-0,10,1,0,,2,1,ND,4f18f3b3s1w@,,,4f18f3b3s1w@,,0,,4f18f3b3s1w@,,1,,1,0,4,,f18f3b3s1w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f18f3b3s1w,f18f3b3s1,ffbs,4,1,0,0-15,0,0,0,0,0,1,,,4
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,62,0,1,0,0,0-15,10,1,0,,2,1,ND,4n,6f#,,4n,6f#,0,0,4n,6f#,0,1,0,1,4n,6,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,2,1,15-15,0,0,0,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,63,0,1,0,0,15-15,10,1,0,,2,1,ND,4n,6f#,,4n,6f#,0,0,4n,6f#,0,1,0,1,4n,6,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,2,1,30-15,0,0,0,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,64,0,1,0,0,30-15,10,1,0,,2,1,ND,5f29f3s#,,,5f29f3s#,,0,,5f29f3s#,,1,,1,0,5,,f29f3s#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f29f3s,f29f3s,ffs,3,2,1,40-15,0,0,0,0,0,1,,,3
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,65,0,1,0,0,40-15,10,1,0,,2,1,ND,c6b39b2f1*,,,6b39b2f1*,,0,,6b39b2f1*,,1,,1,0,6,,b39b2f1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,b39b2f1,b39b2f1,bbf,3,1,0,40-30,0,0,0,0,0,1,,,4
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,66,0,1,0,0,40-30,10,1,0,,2,1,ND,5n,6*,,5n,6*,0,0,5n,6*,0,1,0,0,5n,6*,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,2,1,GM,2,0,1,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,67,0,1,0,1,0-0,11,1,0,,1,2,RF,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,15-0,0,0,1,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,68,0,1,0,1,15-0,11,1,0,,1,2,RF,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,30-0,0,0,1,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,69,0,1,0,1,30-0,11,1,0,,1,2,RF,6w,6b29f3b1f#,,6w,6b29f3b1f#,0,0,6w,6b29f3b1f#,0,1,0,1,6w,6,b29f3b1f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b29f3b1f,b29f3b1f,bfbf,4,2,0,30-15,0,0,1,0,0,1,,,4
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,70,0,1,0,1,30-15,11,1,0,,1,2,RF,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,40-15,0,0,1,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,71,0,1,0,1,40-15,11,1,0,,1,2,RF,4f#,,,4f#,,0,,4f#,,1,,1,0,4,,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,1,1,GM,1,1,1,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,72,0,1,1,1,0-0,12,1,0,,2,1,ND,6s#,,,6s#,,0,,6s#,,1,,1,0,6,,s#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s,s,s,1,2,1,15-0,0,1,1,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,73,0,1,1,1,15-0,12,1,0,,2,1,ND,6f38b3b3b3s3b3b2b1f3b3s3n@,,,6f38b3b3b3s3b3b2b1f3b3s3n@,,0,,6f38b3b3b3s3b3b2b1f3b3s3n@,,1,,1,0,6,,f38b3b3b3s3b3b2b1f3b3s3n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f38b3b3b3s3b3b2b1f3b3s3n,f38b3b3b3s3b3b2b1f3b3s3,fbbbsbbbfbs,11,2,1,30-0,0,1,1,0,0,1,,,11
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,74,0,1,1,1,30-0,12,1,0,,2,1,ND,6b18f1f2b1f3b3b1*,,,6b18f1f2b1f3b3b1*,,0,,6b18f1f2b1f3b3b1*,,1,,1,0,6,,b18f1f2b1f3b3b1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,b18f1f2b1f3b3b1,b18f1f2b1f3b3b1,bffbfbb,7,1,0,30-15,0,1,1,0,0,1,,,8
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,75,0,1,1,1,30-15,12,1,0,,2,1,ND,4s17f-1*,,,4s17f-1*,,0,,4s17f-1*,,1,,1,0,4,,s17f-1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,s17f1,s17f1,sf,2,2,1,40-15,0,1,1,0,0,1,,,3
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,76,0,1,1,1,40-15,12,1,0,,2,1,ND,6s29f1f1f2s3b1f3b2s3b1f1f2f3*,,,6s29f1f1f2s3b1f3b2s3b1f1f2f3*,,0,,6s29f1f1f2s3b1f3b2s3b1f1f2f3*,,1,,1,0,6,,s29f1f1f2s3b1f3b2s3b1f1f2f3*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,s29f1f1f2s3b1f3b2s3b1f1f2f3,s29f1f1f2s3b1f3b2s3b1f1f2f3,sfffsbfbsbfff,13,1,0,40-30,0,1,1,0,0,1,,,14
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,77,0,1,1,1,40-30,12,1,0,,2,1,ND,4s29f3s3b3b1w@,,,4s29f3s3b3b1w@,,0,,4s29f3s3b3b1w@,,1,,1,0,4,,s29f3s3b3b1w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s29f3s3b3b1w,s29f3s3b3b1,sfsbb,5,2,1,GM,2,1,2,0,0,1,,,5
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,78,0,1,1,2,0-0,13,1,0,,1,2,RF,4w,4f18f1f3s2f1f3b3b+1f;3p3*,,4w,4f18f1f3s2f1f3b3b+1f;3p3*,0,0,4w,4f18f1f3s2f1f3b3b+1f;3p3*,0,1,0,1,4w,4,f18f1f3s2f1f3b3b+1f;3p3*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f18f1f3s2f1f3b3b1f3p3,f18f1f3s2f1f3b3b1f3p3,fffsffbbfp,10,1,1,15-0,0,1,2,0,0,1,,,11
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,79,0,1,1,2,15-0,13,1,0,,1,2,RF,4b#,,,4b#,,0,,4b#,,1,,1,0,4,,b#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b,b,b,1,1,1,30-0,0,1,2,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,80,0,1,1,2,30-0,13,1,0,,1,2,RF,4f19*,,,4f19*,,0,,4f19*,,1,,1,0,4,,f19*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f19,f19,f,1,2,0,30-15,0,1,2,0,0,1,,,2
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,81,0,1,1,2,30-15,13,1,0,,1,2,RF,6f38b2b3d@,,,6f38b2b3d@,,0,,6f38b2b3d@,,1,,1,0,6,,f38b2b3d@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f38b2b3d,f38b2b3,fbb,3,1,1,40-15,0,1,2,0,0,1,,,3
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,82,0,1,1,2,40-15,13,1,0,,1,2,RF,4f18f3mo1f#,,,4f18f3mo1f#,,0,,4f18f3mo1f#,,1,,1,0,4,,f18f3mo1f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f18f3mo1f,f18f3mo1f,ffmof,5,1,1,GM,1,2,2,0,0,1,,,5
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,83,0,1,2,2,0-0,14,1,0,,2,1,ND,4n,5b29f1f3b3b3b3s3y3b-1f1v#,,4n,5b29f1f3b3b3b3s3y3b-1f1v#,0,0,4n,5b29f1f3b3b3b3s3y3b-1f1v#,0,1,0,1,4n,5,b29f1f3b3b3b3s3y3b-1f1v#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b29f1f3b3b3b3s3y3b1f1v,b29f1f3b3b3b3s3y3b1f1v,bffbbbsybfv,11,2,1,15-0,0,2,2,0,0,1,,,11
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,84,0,1,2,2,15-0,14,1,0,,2,1,ND,6f#,,,6f#,,0,,6f#,,1,,1,0,6,,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,2,1,30-0,0,2,2,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,85,0,1,2,2,30-0,14,1,0,,2,1,ND,4f19f3b2f1f1f3b3b2v3b3z1f1#,,,4f19f3b2f1f1f3b3b2v3b3z1f1#,,0,,4f19f3b2f1f1f3b3b2v3b3z1f1#,,1,,1,0,4,,f19f3b2f1f1f3b3b2v3b3z1f1#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f19f3b2f1f1f3b3b2v3b3z1f1,f19f3b2f1f1f3b3b2v3b3z1f1,ffbfffbbvbzf,12,1,0,30-15,0,2,2,0,0,1,,,12
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,86,0,1,2,2,30-15,14,1,0,,2,1,ND,4b39b3b1f1f+3d@,,,4b39b3b1f1f+3d@,,0,,4b39b3b1f1f+3d@,,1,,1,0,4,,b39b3b1f1f+3d@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b39b3b1f1f3d,b39b3b1f1f3,bbbff,5,2,1,40-15,0,2,2,0,0,1,,,5
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,87,0,1,2,2,40-15,14,1,0,,2,1,ND,4w,5f27f+1l2o1f#,,4w,5f27f+1l2o1f#,0,0,4w,5f27f+1l2o1f#,0,1,0,1,4w,5,f27f+1l2o1f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f27f1l2o1f,f27f1l2o1f,fflof,5,2,1,GM,2,2,3,0,0,1,,,5
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,88,0,1,2,3,0-0,15,1,0,,1,2,RF,4f29f1w@,,,4f29f1w@,,0,,4f29f1w@,,1,,1,0,4,,f29f1w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f29f1w,f29f1,ff,2,2,0,0-15,0,2,3,0,0,1,,,2
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,89,0,1,2,3,0-15,15,1,0,,1,2,RF,4n,4b#,,4n,4b#,0,0,4n,4b#,0,1,0,1,4n,4,b#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b,b,b,1,1,1,15-15,0,2,3,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,90,0,1,2,3,15-15,15,1,0,,1,2,RF,4f19f+3b3z1*,,,4f19f+3b3z1*,,0,,4f19f+3b3z1*,,1,,1,0,4,,f19f+3b3z1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f19f3b3z1,f19f3b3z1,ffbz,4,1,1,30-15,0,2,3,0,0,1,,,5
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,91,0,1,2,3,30-15,15,1,0,,1,2,RF,c4*,,,4*,,0,,4*,,1,,0,0,4*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,40-15,0,2,3,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,92,0,1,2,3,40-15,15,1,0,,1,2,RF,4f#,,,4f#,,0,,4f#,,1,,1,0,4,,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,1,1,GM,1,3,3,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,93,0,1,3,3,0-0,16,1,0,,2,1,ND,4f29b3b3n@,,,4f29b3b3n@,,0,,4f29b3b3n@,,1,,1,0,4,,f29b3b3n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f29b3b3n,f29b3b3,fbb,3,2,1,15-0,0,3,3,0,0,1,,,3
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,94,0,1,3,3,15-0,16,1,0,,2,1,ND,4n,5b38s1f3b3f1f1f3b2b+1f2v2l3o3*,,4n,5b38s1f3b3f1f1f3b2b+1f2v2l3o3*,0,0,4n,5b38s1f3b3f1f1f3b2b+1f2v2l3o3*,0,1,0,1,4n,5,b38s1f3b3f1f1f3b2b+1f2v2l3o3*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,b38s1f3b3f1f1f3b2b1f2v2l3o3,b38s1f3b3f1f1f3b2b1f2v2l3o3,bsfbfffbbfvlo,13,1,0,15-15,0,3,3,0,0,1,,,14
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,95,0,1,3,3,15-15,16,1,0,,2,1,ND,4n,6f28b3b3n@,,4n,6f28b3b3n@,0,0,4n,6f28b3b3n@,0,1,0,1,4n,6,f28b3b3n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f28b3b3n,f28b3b3,fbb,3,2,1,30-15,0,3,3,0,0,1,,,3
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,96,0,1,3,3,30-15,16,1,0,,2,1,ND,5d,4f#,,5d,4f#,0,0,5d,4f#,0,1,0,1,5d,4,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,2,1,40-15,0,3,3,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,97,0,1,3,3,40-15,16,1,0,,2,1,ND,4w,6s29b1f2f3b3d@,,4w,6s29b1f2f3b3d@,0,0,4w,6s29b1f2f3b3d@,0,1,0,1,4w,6,s29b1f2f3b3d@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,s29b1f2f3b3d,s29b1f2f3b3,sbffb,5,2,1,GM,2,3,4,0,0,1,,,5
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,98,0,1,3,4,0-0,17,1,0,,1,2,RF,6d,5b18f3w@,,6d,5b18f3w@,0,0,6d,5b18f3w@,0,1,0,1,6d,5,b18f3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b18f3w,b18f3,bf,2,2,0,0-15,0,3,4,0,0,1,,,2
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,99,0,1,3,4,0-15,17,1,0,,1,2,RF,4s27f+1f1*,,,4s27f+1f1*,,0,,4s27f+1f1*,,1,,1,0,4,,s27f+1f1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,s27f1f1,s27f1f1,sff,3,2,0,0-30,0,3,4,0,0,1,,,4
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,100,0,1,3,4,0-30,17,1,0,,1,2,RF,6d,6b29f2b3b2b1f1f3b3b3f3b3f3b2b2f1*,,6d,6b29f2b3b2b1f1f3b3b3f3b3f3b2b2f1*,0,0,6d,6b29f2b3b2b1f1f3b3b3f3b3f3b2b2f1*,0,1,0,1,6d,6,b29f2b3b2b1f1f3b3b3f3b3f3b2b2f1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,b29f2b3b2b1f1f3b3b3f3b3f3b2b2f1,b29f2b3b2b1f1f3b3b3f3b3f3b2b2f1,bfbbbffbbfbfbbf,15,2,0,0-40,0,3,4,0,0,1,,,16
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,101,0,1,3,4,0-40,17,1,0,,1,2,RF,4b#,,,4b#,,0,,4b#,,1,,1,0,4,,b#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b,b,b,1,1,1,15-40,0,3,4,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,102,0,1,3,4,15-40,17,1,0,,1,2,RF,4f#,,,4f#,,0,,4f#,,1,,1,0,4,,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,1,1,30-40,0,3,4,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,103,0,1,3,4,30-40,17,1,0,,1,2,RF,4b38f1f#,,,4b38f1f#,,0,,4b38f1f#,,1,,1,0,4,,b38f1f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,b38f1f,b38f1f,bff,3,1,1,40-40,0,3,4,0,0,1,,,3
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,104,0,1,3,4,40-40,17,1,0,,1,2,RF,6*,,,6*,,0,,6*,,1,,0,0,6*,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,1,1,AD-40,0,3,4,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,105,0,1,3,4,AD-40,17,1,0,,1,2,RF,6s39b3b3b1f#,,,6s39b3b3b1f#,,0,,6s39b3b3b1f#,,1,,1,0,6,,s39b3b3b1f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,s39b3b3b1f,s39b3b3b1f,sbbbf,5,1,1,GM,1,4,4,0,0,1,,,5
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,106,0,1,4,4,0-0,18,1,0,,2,1,ND,4w,4f29f1*,,4w,4f29f1*,0,0,4w,4f29f1*,0,1,0,1,4w,4,f29f1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f29f1,f29f1,ff,2,2,1,15-0,0,4,4,0,0,1,,,3
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,107,0,1,4,4,15-0,18,1,0,,2,1,ND,5n,6f#,,5n,6f#,0,0,5n,6f#,0,1,0,1,5n,6,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,2,1,30-0,0,4,4,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,108,0,1,4,4,30-0,18,1,0,,2,1,ND,4f#,,,4f#,,0,,4f#,,1,,1,0,4,,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,2,1,40-0,0,4,4,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,109,0,1,4,4,40-0,18,1,0,,2,1,ND,4b38b1f2b1*,,,4b38b1f2b1*,,0,,4b38b1f2b1*,,1,,1,0,4,,b38b1f2b1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,b38b1f2b1,b38b1f2b1,bbfb,4,2,1,GM,2,4,5,0,0,1,,,5
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,110,0,1,4,5,0-0,19,1,0,,1,2,RF,6b19f1f2f3b2f3w@,,,6b19f1f2f3b2f3w@,,0,,6b19f1f2f3b2f3w@,,1,,1,0,6,,b19f1f2f3b2f3w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b19f1f2f3b2f3w,b19f1f2f3b2f3,bfffbf,6,2,0,0-15,0,4,5,0,0,1,,,6
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,111,0,1,4,5,0-15,19,1,0,,1,2,RF,6n,4b39b2f3b2f3s3b3b2b1f;2f3b3b3b3b3b3b3b3b3b2b3b2f3b1f2f1f2b3b3s2n@,,6n,4b39b2f3b2f3s3b3b2b1f;2f3b3b3b3b3b3b3b3b3b2b3b2f3b1f2f1f2b3b3s2n@,0,0,6n,4b39b2f3b2f3s3b3b2b1f;2f3b3b3b3b3b3b3b3b3b2b3b2f3b1f2f1f2b3b3s2n@,0,1,0,1,6n,4,b39b2f3b2f3s3b3b2b1f;2f3b3b3b3b3b3b3b3b3b2b3b2f3b1f2f1f2b3b3s2n@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b39b2f3b2f3s3b3b2b1f2f3b3b3b3b3b3b3b3b3b2b3b2f3b1f2f1f2b3b3s2n,b39b2f3b2f3s3b3b2b1f2f3b3b3b3b3b3b3b3b3b2b3b2f3b1f2f1f2b3b3s2,bbfbfsbbbffbbbbbbbbbbbfbfffbbs,30,2,0,0-30,0,4,5,0,0,1,,,30
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,112,0,1,4,5,0-30,19,1,0,,1,2,RF,6b29f1f1w@,,,6b29f1f1w@,,0,,6b29f1f1w@,,1,,1,0,6,,b29f1f1w@,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,b29f1f1w,b29f1f1,bff,3,1,1,15-30,0,4,5,0,0,1,,,3
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,113,0,1,4,5,15-30,19,1,0,,1,2,RF,6f37b+3b3z#,,,6f37b+3b3z#,,0,,6f37b+3b3z#,,1,,1,0,6,,f37b+3b3z#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f37b3b3z,f37b3b3z,fbbz,4,2,0,15-40,0,4,5,0,0,1,,,4
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,114,0,1,4,5,15-40,19,1,0,,1,2,RF,c6n,4f#,,6n,4f#,0,0,6n,4f#,0,1,0,1,6n,4,f#,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,f,f,f,1,1,1,30-40,0,4,5,0,0,1,,,1
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,115,0,1,4,5,30-40,19,1,0,,1,2,RF,6n,5d,,6n,5d,0,0,6n,5d,0,0,0,0,6n,5d,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,0,2,0,GM,2,4,6,2,0,2,,,0
20151122-M-Tour_Finals-F-Roger_Federer-Novak_Djokovic,116,0,2,0,0,0-0,20,1,0,,2,1,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20151121-M-Tour_Finals-SF-Roger_Federer-Stanislas_Wawrinka,1,0,0,0,0,0-0,1,1,0,,1,2,RF,4+f28z3b3z1*,,,4+f28z3b3z1*,,1,,4f28z3b3z1*,,1,,1,0,4,,f28z3b3z1*,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,f28z3b3z1,f28z3b3z1,fzbz,4,1,1,15-0,0,0,0,0,0,0,,,5
