"id","group","fc","log10_exp","log10_IGAP"
"ADCY2","2",-1.06331226019202,0.339611761458363,0
"CCL21","2",1.00524272298827,1.24205377692081e-13,0
"ADCY1","1",-1.28755993260095,4.40381838211546,0
"CCL19","1",-1.42508148276537,1.46286712912843,0
"CCR10","1",-1.34433824292202,2.04981064466786,0
"XCR1","2",1.00228374218687,1.24205377692081e-13,0
"CCL2","1",1.72332951818445,2.46871898731822,0
"CXCL12","2",-1.07404989882836,0.224842573304172,0
"CCL4","2",1,0,0
"IL8","2",1,0,0
"CXCR6","2",1.05214430933769,0.399633855316116,0
"ADRBK2","2",1,0,0
"GNB4","2",-1.14473199991611,0.707865531140453,0
"PIK3R2","2",-1.04003148230881,0.158536747613978,0
"GNB5","1",-1.23869241680662,3.55191233074406,0
"PIK3CD","2",1.07030040774172,0.749258568223767,0
"STAT2","2",-1.09826560003759,0.908584819936645,0
"AKT2","2",-1.04319451020492,0.371714175880772,0
"JAK3","1",-1.16063407140023,1.9715538567615,0
"ARRB1","2",1.0454581598342,0.206275404508809,0
"STAT5B","2",1.00862077160661,1.24205377692081e-13,0
"PARD3","1",1.18138071508855,1.39172053443789,0
"PLCB3","1",1.14237915238242,2.18456064005115,0
"PIK3CB","2",-1.07668059827624,0.313250236932113,0
"PTK2","2",-1.04361910522367,0.279290647358946,0
"IKBKB","2",1.07355953998927,1.2068457213046,0
"SOS1","2",-1.00188347192089,1.24205377692081e-13,0
"PIK3CG","2",1.07366072235513,0.176583773038523,0
"KRAS","2",-1.14041162567033,1.19838007036506,0
"FGR","1",1.25599363060015,3.04095949976139,0
"ROCK1","2",1.08085901069581,0.751490648273961,0
"ADRBK1","2",1,0,0
"PTK2B","1",-1.26160329128652,2.80697738658304,6
"CRKL","2",-1.00198040189663,1.24205377692081e-13,0
"GNAI1","2",-1.11090090968548,0.622074348927777,0
"HCK","2",1.03554284506693,1.24205377692081e-13,0
"GSK3A","1",-1.12898566652414,1.40275409860521,0
"PXN","1",1.22831099079469,4.34599790538086,0
"WAS","2",1.05560072777574,0.134415003446861,0
"PRKCD","1",-1.23449132803537,2.23535625052715,0
"PRKCZ","1",-1.22757464715283,2.7289186621918,0
"PRKACA","1",-1.22584323962517,3.31392103090934,0
"GNAI3","2",1.04913678586483,0.240231559189629,0
"JAK2","2",-1.05665058600223,0.158536747613978,0
"STAT1","1",-1.20830058483939,1.34692503834873,0
"VAV1","2",1.00803648237443,1.24205377692081e-13,0
"PIK3CA","2",1.00721974257194,1.24205377692081e-13,0
"CSK","2",1.04565046644235,0.655041855600845,0
"PAK1","1",-1.51038394682099,3.58336556208688,0
"MAPK3","2",-1.05956750799641,0.534586427082752,0
"STAT3","2",1.05452229166548,0.298464524743557,0
"SHC1","1",-1.13283914560561,2.24019785604081,0
"CRK","2",1.04444660528667,0.824748668772732,0
"LYN","2",1.06174212475677,0.158536747613978,0
"GSK3B","1",-1.14637044208613,1.38830588056257,0
"RHOA","2",1.00414529991089,1.24205377692081e-13,0
"ACKR2","2",-1.11852281746531,0.96191068924622,0
"RGS11","1",-1.16960055199714,2.59960077738368,0
"GUCY1B3","1",-1.28544379609047,2.23112387920337,0
"GUCY1A3","2",-1.06136161057775,0.158536747613978,0
"RGS6","1",-1.24004706776734,1.4828580422251,0
"RGS7","1",-1.3706748796664,2.48993082663586,0
"STAT6","2",-1.01522415103399,1.24205377692081e-13,0
"BLNK","2",1.05614553480668,0.0350152441482194,0
"RGS9","2",-1.10091476124089,0.564668726821397,0
"PRKACB","1",-1.18893701233379,1.30141463129919,0
"GRK5","2",-1.04797905845004,0.272517804917032,0
"GNAT2","2",1.06384994070209,0.311933509323738,0
"PIK3R5","1",1.25413167146594,1.89248772862487,0
"CCL8","2",-1.0739947332626,0.158536747613978,0
"CCL13","2",-1.01637989646434,0.0699280233558768,0
"CCL16","2",1,0,0
"CCL7","2",-1.01954527303925,0.327501258851928,0
"CCL15","2",1,0,0
"CCL26","2",-1.067680177756,0.0536089244308091,0
"CCL24","2",1.01878031293172,1.24205377692081e-13,0
"CXCL11","2",1.01378070200046,1.24205377692081e-13,0
"CCL3","2",1,0,0
"CXCL10","2",1.17620954069443,0.155986162862847,0
"CXCL9","2",1.02101014652379,1.24205377692081e-13,0
"CCL11","2",1.00000000000001,1.24205377692081e-13,0
"CCL22","2",1.01787471095134,1.24205377692081e-13,0
"CCL17","2",-1.04341364502701,0.0398958007126975,0
"CCL1","1",-1.21367618142249,1.31786179552932,0
"CXCL5","2",-1.0167586834435,1.24205377692081e-13,0
"PPBP","1",1.45015843361617,1.5834460325424,0
"CXCL1","2",1.36302576804641,0.703348753944075,0
"CXCL3","2",-1.0420109688691,1.24205377692081e-13,0
"CXCL2","2",1.12802738545875,0.131772481260736,0
"CXCL13","2",1.15533007235153,0.586967031598121,0
"CCL20","2",1.03165805145904,1.24205377692081e-13,0
"CCL14","2",1,0,0
"CCL25","2",-1.0660546850937,0.0301365009565266,0
"CX3CL1","1",-1.22428227161543,2.15333307436024,0
"GNG3","1",-1.38070308766316,3.60950281739487,0
"GNG7","2",1.02341681788866,0.111179231490449,0
"GNG2","1",-1.2621401899419,1.89897525097373,0
"GNG4","1",-1.2685439649323,5.48018065386269,0
"GNG5","2",1.0223675336412,1.24205377692081e-13,0
"DOCK2","2",1.11257362547936,0.384324842572404,0
"BRAF","1",-1.15788844294199,1.49292479695292,0
"PLCB2","2",-1.01651699960736,1.24205377692081e-13,0
"TIAM1","2",1.02885078876871,0.0824527836621301,0
"GRK4","2",-1.02002956484442,0.0309920934470231,0
"ITK","1",-1.17669656929421,1.58827213444765,0
"ADCY5","2",-1.07479732296078,0.625957410838999,0
"CCL28","2",-1.15392412683292,1.22545274082198,0
"CCL27","2",-1.12552470652385,0.2419324228659,0
"XCL2","2",1.00414819051014,1.24205377692081e-13,0
"XCL1","2",1.08490514287452,0.359839395990987,0
"PF4","1",1.5269589135591,2.17092596897168,0
"CCL3L1","2",1,0,0
"CXCL16","2",1.13676298703859,0.941397545322781,0
"CXCL6","2",1.17009387975392,0.944244160713757,0
"GNG8","2",1.04472976890958,1.24205377692081e-13,0
"CCL23","2",1,0,0
"GNGT2","1",1.17435712652099,1.54742334300423,2.75281752561174
"GNG13","1",-1.3552553474829,1.74274989640266,0
"GNG11","2",1.12748166367062,0.842840491673532,0
"GNG10","2",-1.02131263773327,1.24205377692081e-13,0
"GNG12","1",1.20478623632661,2.33649139063926,0
"CXCL14","2",-1.11929075902298,1.03410779675708,0
"PREX1","1",1.19349037855855,4.87795372824739,0
"TIAM2","1",-1.23724720213807,1.76558042071576,0
"PLCB1","1",-1.17504330244056,2.42621548343795,0
"BCAR1","2",-1.09943508590832,0.603132609101301,0
"FOXO3","2",-1.02079235474266,0.117572656787684,0
"RASGRP2","2",-1.00081507958319,1.24205377692081e-13,0
"NCF1","2",1.037672563211,1.24205377692081e-13,0
"SOS2","1",1.11970956090739,1.53309729065773,0
"AKT3","1",-1.14624647943256,1.92402818307787,0
"RAP1B","2",1.02489357857801,0.000397328798134306,0
"PIK3R3","2",1.06156111275862,0.318489918038495,0
"ADCY6","2",-1.07367849480806,0.666445077207874,0
"VAV3","1",1.25543066929481,3.04095949976139,0
"WASL","2",-1.11714800442801,1.12448587601288,0
"SHC4","2",1.09803136921921,0.524685481838526,0
"SHC3","1",-1.28631564916887,2.856699015846,0
"SHC2","2",-1.02203438410048,0.00577573725893713,0
"VAV2","2",-1.03000166834075,0.0602242933973215,0
"ROCK2","2",-1.08316471994501,1.03599732555434,0
"GUCY1A2","2",1.00906404432074,1.24205377692081e-13,0
"GNAT1","2",1.06440278094283,0.158516339709313,0
"PRKX","1",1.295888966763,4.74505671587158,0
"PRKACG","2",-1.0081301632115,0.00625154332108406,0
